,0
2018-02-16,0.6082568807339449
2018-02-19,0.5692025664527957
2018-02-20,0.5642201834862385
2018-02-21,0.5582034830430798
2018-02-22,0.5435380384967919
2018-02-23,0.5851648351648352
2018-02-26,0.5957836846929423
2018-02-27,0.5833333333333334
2018-02-28,0.5701191567369386
2018-03-01,0.5631868131868132
2018-03-05,0.5201465201465202
2018-03-06,0.4880952380952381
2018-03-07,0.445970695970696
2018-03-08,0.4399633363886343
2018-03-09,0.42948717948717946
2018-03-12,0.4400731930466606
2018-03-13,0.4542124542124542
2018-03-14,0.4592863677950595
2018-03-15,0.47802197802197804
2018-03-16,0.44881170018281535
2018-03-19,0.40493601462522855
2018-03-20,0.3963470319634703
2018-03-21,0.4018264840182648
2018-03-22,0.37921604375569734
2018-03-23,0.3391066545123063
2018-03-26,0.35766423357664234
2018-03-27,0.37374658158614404
2018-03-28,0.3691886964448496
2018-04-02,0.40528233151183973
2018-04-03,0.43989071038251365
2018-04-04,0.43312101910828027
2018-04-05,0.48319709355131696
2018-04-06,0.49727272727272726
2018-04-09,0.5113533151680291
2018-04-10,0.5122615803814714
2018-04-11,0.5031789282470481
2018-04-12,0.49773345421577514
2018-04-13,0.5004533091568449
2018-04-16,0.508628519527702
2018-04-17,0.5153985507246377
2018-04-18,0.5113122171945701
2018-04-19,0.530316742081448
2018-04-20,0.5207207207207207
2018-04-23,0.527927927927928
2018-04-24,0.5166816952209198
2018-04-25,0.4918918918918919
2018-04-26,0.4936936936936937
2018-04-27,0.4963963963963964
2018-04-30,0.5126126126126126
2018-05-02,0.4766187050359712
2018-05-03,0.46348061316501354
2018-05-04,0.4442446043165468
2018-05-07,0.4542190305206463
2018-05-08,0.4555256064690027
2018-05-09,0.444743935309973
2018-05-10,0.4224215246636771
2018-05-11,0.4098654708520179
2018-05-14,0.3991031390134529
2018-05-15,0.3829596412556054
2018-05-16,0.3746630727762803
2018-05-17,0.38420107719928187
2018-05-18,0.35816876122082586
2018-05-21,0.32526881720430106
2018-05-22,0.34380610412926393
2018-05-23,0.32825112107623317
2018-05-24,0.3183856502242152
2018-05-25,0.3417040358744395
2018-05-28,0.35094001790510293
2018-05-29,0.34767025089605735
2018-05-30,0.3491921005385996
2018-05-31,0.33691756272401435
2018-06-01,0.30913978494623656
2018-06-04,0.2584973166368515
2018-06-05,0.2146690518783542
2018-06-06,0.23613595706618962
2018-06-07,0.26744186046511625
2018-06-08,0.2853309481216458
2018-06-11,0.28711985688729874
2018-06-12,0.29732142857142857
2018-06-13,0.29233511586452765
2018-06-14,0.2914438502673797
2018-06-15,0.2804986642920748
2018-06-18,0.26666666666666666
2018-06-19,0.2522202486678508
2018-06-20,0.2551111111111111
2018-06-21,0.2413178984861977
2018-06-22,0.24177777777777779
2018-06-25,0.22735346358792186
2018-06-26,0.21403197158081705
2018-06-27,0.184
2018-06-28,0.1682991985752449
2018-06-29,0.1881100266193434
2018-07-02,0.17834960070984915
2018-07-03,0.19060283687943264
2018-07-04,0.19644444444444445
2018-07-05,0.18933333333333333
2018-07-06,0.1870567375886525
2018-07-09,0.20424403183023873
2018-07-10,0.21858407079646017
2018-07-11,0.2146643109540636
2018-07-12,0.2144748455428067
2018-07-13,0.19929453262786595
2018-07-16,0.176522506619594
2018-07-17,0.17876106194690267
2018-07-18,0.16593115622241836
2018-07-19,0.15663716814159293
2018-07-20,0.15901060070671377
2018-07-23,0.1657848324514991
2018-07-24,0.18766519823788547
2018-07-25,0.19278169014084506
2018-07-26,0.19929453262786595
2018-07-27,0.2054673721340388
2018-07-30,0.2211453744493392
2018-07-31,0.22359154929577466
2018-08-01,0.22691292875989447
2018-08-02,0.22163588390501318
2018-08-03,0.23880597014925373
2018-08-06,0.24473684210526317
2018-08-07,0.24473684210526317
2018-08-08,0.2440737489025461
2018-08-09,0.24189307624890447
2018-08-10,0.23421052631578948
2018-08-13,0.2221246707638279
2018-08-14,0.22962313759859773
2018-08-16,0.22651448639157157
2018-08-17,0.23617208077260754
2018-08-20,0.2460456942003515
2018-08-21,0.24934152765583845
2018-08-23,0.2510974539069359
2018-08-24,0.2528533801580334
2018-08-27,0.25746924428822493
2018-08-28,0.2618629173989455
2018-08-29,0.2578947368421053
2018-08-30,0.2771929824561403
2018-08-31,0.287467134092901
2018-09-03,0.29035087719298247
2018-09-04,0.2578947368421053
2018-09-05,0.24846356453028973
2018-09-06,0.26514486391571557
2018-09-07,0.27344434706397897
2018-09-10,0.2600700525394046
2018-09-11,0.24146981627296588
2018-09-12,0.24146981627296588
2018-09-14,0.2591943957968476
2018-09-17,0.2708150744960561
2018-09-18,0.24759405074365703
2018-09-19,0.24059492563429571
2018-09-21,0.21241258741258742
2018-09-24,0.18110236220472442
2018-09-25,0.1830122591943958
2018-09-26,0.18285214348206474
2018-09-27,0.1656441717791411
2018-09-28,0.1346153846153846
2018-10-01,0.13584574934268187
2018-10-03,0.1375985977212971
2018-10-04,0.11528384279475982
2018-10-05,0.09465381244522349
2018-10-08,0.08421052631578947
2018-10-09,0.08143607705779335
2018-10-10,0.11568799298860649
2018-10-11,0.09982486865148861
2018-10-12,0.13134851138353765
2018-10-15,0.14335664335664336
2018-10-16,0.16228070175438597
2018-10-17,0.14248251748251747
2018-10-19,0.13134851138353765
2018-10-22,0.11867364746945899
2018-10-23,0.10673665791776028
2018-10-24,0.1082024432809773
2018-10-25,0.10723626852659111
2018-10-26,0.10131004366812227
2018-10-29,0.12641673931996514
2018-10-30,0.13525305410122165
2018-10-31,0.1437282229965157
2018-11-01,0.1489547038327526
2018-11-02,0.1582608695652174
2018-11-05,0.1679721496953873
2018-11-06,0.16275021758050479
2018-11-09,0.18450826805918188
2018-11-12,0.17975567190226877
2018-11-13,0.185378590078329
2018-11-14,0.1906005221932115
2018-11-15,0.18728222996515678
2018-11-16,0.19217391304347825
2018-11-19,0.1906005221932115
2018-11-20,0.18245004344048654
2018-11-21,0.18782608695652173
2018-11-22,0.18386816999132696
2018-11-26,0.17636837532580366
2018-11-27,0.18300086730268864
2018-11-28,0.17739130434782607
2018-11-29,0.18560277536860365
2018-11-30,0.1975736568457539
2018-12-03,0.19472247497725204
2018-12-04,0.19454545454545455
2018-12-05,0.18579234972677597
2018-12-06,0.16818181818181818
2018-12-07,0.16636363636363635
2018-12-10,0.15013648771610555
2018-12-11,0.1665150136487716
2018-12-12,0.19727272727272727
2018-12-13,0.2081818181818182
2018-12-14,0.21019108280254778
2018-12-17,0.21798365122615804
2018-12-18,0.23272727272727273
2018-12-19,0.24319419237749546
2018-12-20,0.2452316076294278
2018-12-21,0.2277676950998185
2018-12-24,0.21493624772313297
2018-12-26,0.21435059037238874
2018-12-27,0.22090909090909092
2018-12-28,0.23774954627949182
2018-12-31,0.25385312783318226
2019-01-01,0.2579473206176203
2019-01-02,0.2511332728921124
2019-01-03,0.22979109900090827
2019-01-04,0.23118766999093382
2019-01-07,0.23209428830462375
2019-01-08,0.2312614259597806
2019-01-09,0.22851919561243145
2019-01-10,0.2312614259597806
2019-01-11,0.22964318389752975
2019-01-14,0.2230347349177331
2019-01-15,0.24223034734917734
2019-01-16,0.2410958904109589
2019-01-17,0.24197983501374887
2019-01-18,0.22731439046746105
2019-01-21,0.21814848762603117
2019-01-22,0.21336996336996336
2019-01-23,0.2078754578754579
2019-01-24,0.20054945054945056
2019-01-25,0.17657822506861848
2019-01-28,0.15096065873741996
2019-01-29,0.15539305301645337
2019-01-30,0.15447897623400367
2019-01-31,0.16544789762340037
2019-02-01,0.16712328767123288
2019-02-04,0.16087751371115175
2019-02-05,0.15616438356164383
2019-02-06,0.1643835616438356
2019-02-07,0.17534246575342466
2019-02-08,0.16514598540145986
2019-02-11,0.14872262773722628
2019-02-12,0.1468978102189781
2019-02-13,0.14233576642335766
2019-02-14,0.13855970829535097
2019-02-15,0.1203281677301732
2019-02-18,0.12397447584320875
2019-02-19,0.13217866909753875
2019-02-20,0.13126709206927986
2019-02-21,0.14494074749316319
2019-02-22,0.14494074749316319
2019-02-25,0.16226071103008205
2019-02-26,0.16043755697356427
2019-02-27,0.1649954421148587
2019-02-28,0.18322698268003645
2019-03-01,0.20730593607305936
2019-03-05,0.2479489516864175
2019-03-06,0.268003646308113
2019-03-07,0.2780309936189608
2019-03-08,0.2689152233363719
2019-03-11,0.31785063752276865
2019-03-12,0.3533697632058288
2019-03-13,0.34153005464480873
2019-03-14,0.34215328467153283
2019-03-15,0.3242258652094718
2019-03-18,0.3205828779599271
2019-03-19,0.3324225865209472
2019-03-20,0.31785063752276865
2019-03-22,0.30636363636363634
2019-03-25,0.27454545454545454
2019-03-26,0.3003629764065336
2019-03-27,0.3215258855585831
2019-03-28,0.33484573502722326
2019-03-29,0.35208711433756806
2019-04-01,0.3825929283771532
2019-04-02,0.371713508612874
2019-04-03,0.3702359346642468
2019-04-04,0.3654545454545455
2019-04-05,0.37896645512239346
2019-04-08,0.37080689029918407
2019-04-09,0.36569872958257715
2019-04-10,0.3626473254759746
2019-04-11,0.357207615593835
2019-04-12,0.3771532184950136
2019-04-15,0.3943789664551224
2019-04-16,0.3911070780399274
2019-04-18,0.37727272727272726
2019-04-22,0.34542157751586583
2019-04-23,0.33635539437896644
2019-04-24,0.352994555353902
2019-04-25,0.3535811423390752
2019-04-26,0.35086128739800543
2019-04-30,0.3170289855072464
2019-05-02,0.3176043557168784
2019-05-03,0.3058076225045372
2019-05-06,0.28778280542986423
2019-05-07,0.276268115942029
2019-05-08,0.24909420289855072
2019-05-09,0.2427536231884058
2019-05-10,0.24159854677565848
2019-05-13,0.21033544877606528
2019-05-14,0.2157751586582049
2019-05-15,0.2085222121486854
2019-05-16,0.20652173913043478
2019-05-17,0.2230281051677244
2019-05-20,0.29411764705882354
2019-05-21,0.276268115942029
2019-05-22,0.285972850678733
2019-05-23,0.28351449275362317
2019-05-24,0.34148550724637683
2019-05-27,0.4023508137432188
2019-05-28,0.40687160940325495
2019-05-29,0.40452488687782806
2019-05-30,0.41139240506329117
2019-05-31,0.3867753623188406
2019-06-03,0.38858695652173914
2019-06-04,0.3909502262443439
2019-06-06,0.36380090497737555
2019-06-07,0.35054347826086957
2019-06-10,0.34660633484162895
2019-06-11,0.3381686310063463
2019-06-12,0.3354487760652765
2019-06-13,0.32518115942028986
2019-06-14,0.3103448275862069
2019-06-17,0.285972850678733
2019-06-18,0.27692307692307694
2019-06-19,0.26334841628959277
2019-06-20,0.27807971014492755
2019-06-21,0.27963800904977376
2019-06-24,0.2807971014492754
2019-06-25,0.29023508137432186
2019-06-26,0.29981884057971014
2019-06-27,0.30831826401446655
2019-06-28,0.3158371040723982
2019-07-01,0.321880650994575
2019-07-02,0.32429990966576333
2019-07-03,0.3291139240506329
2019-07-04,0.33574007220216606
2019-07-05,0.3047016274864376
2019-07-08,0.27166064981949456
2019-07-09,0.2755194218608853
2019-07-10,0.265158371040724
2019-07-11,0.2660633484162896
2019-07-12,0.27461607949412825
2019-07-15,0.2631103074141049
2019-07-16,0.27009936766034326
2019-07-17,0.2752707581227437
2019-07-18,0.2608303249097473
2019-07-19,0.23396567299006324
2019-07-22,0.21900452488687783
2019-07-23,0.2253393665158371
2019-07-24,0.20976491862567812
2019-07-25,0.2070524412296564
2019-07-26,0.21518987341772153
2019-07-29,0.19945848375451264
2019-07-30,0.1735985533453888
2019-07-31,0.17902350813743217
2019-08-01,0.16711833785004518
2019-08-02,0.15989159891598917
2019-08-05,0.14453477868112014
2019-08-06,0.15703971119133575
2019-08-07,0.1588447653429603
2019-08-08,0.16365280289330922
2019-08-09,0.17853922452660054
2019-08-13,0.16892502258355918
2019-08-14,0.17450271247739602
2019-08-16,0.16982836495031617
2019-08-19,0.18173598553345388
2019-08-20,0.16696750902527077
2019-08-21,0.15627822944896116
2019-08-22,0.13369467028003612
2019-08-23,0.14272809394760613
2019-08-26,0.157942238267148
2019-08-27,0.16998191681735986
2019-08-28,0.16531165311653118
2019-08-29,0.15989159891598917
2019-08-30,0.1665158371040724
2019-09-03,0.157942238267148
2019-09-04,0.15974729241877256
2019-09-05,0.16923076923076924
2019-09-06,0.18337850045167117
2019-09-09,0.19529837251356238
2019-09-11,0.22131887985546522
2019-09-12,0.22332730560578662
2019-09-13,0.24028906955736223
2019-09-16,0.24458483754512636
2019-09-17,0.2111913357400722
2019-09-18,0.2218214607754734
2019-09-19,0.2005420054200542
2019-09-20,0.26330027051397653
2019-09-23,0.3128944995491434
2019-09-24,0.30387736699729484
2019-09-25,0.2822362488728584
2019-09-26,0.2953929539295393
2019-09-27,0.2915162454873646
2019-09-30,0.2806859205776173
2019-10-01,0.24773960216998192
2019-10-03,0.2382639503985828
2019-10-04,0.22054915854738708
2019-10-07,0.20601237842617154
2019-10-09,0.2211453744493392
2019-10-10,0.2105726872246696
2019-10-11,0.21830985915492956
2019-10-14,0.22319859402460457
2019-10-15,0.22407732864674867
2019-10-16,0.2307017543859649
2019-10-17,0.23333333333333334
2019-10-18,0.26468010517090274
2019-10-22,0.26532399299474607
2019-10-23,0.26643295354951796
2019-10-24,0.2589991220368745
2019-10-25,0.2631578947368421
2019-10-27,0.2736935341009743
2019-10-29,0.29261862917398945
2019-10-30,0.3032427695004382
2019-10-31,0.32602979842243646
2019-11-01,0.3336252189141856
2019-11-04,0.34005258545135847
2019-11-05,0.32778264680105174
2019-11-06,0.3304195804195804
2019-11-07,0.3394415357766143
2019-11-08,0.32427695004382123
2019-11-11,0.33362445414847164
2019-11-13,0.30655021834061136
2019-11-14,0.31151832460732987
2019-11-15,0.31266375545851527
2019-11-18,0.31326352530541013
2019-11-19,0.30923344947735193
2019-11-20,0.3137254901960784
2019-11-21,0.30068143100511074
2019-11-22,0.30579216354344124
2019-11-25,0.3166383701188455
2019-11-26,0.3073005093378608
2019-11-27,0.3177966101694915
2019-11-28,0.3229078613693998
2019-11-29,0.3254437869822485
2019-12-02,0.31902356902356904
2019-12-03,0.30101180438448566
2019-12-04,0.30632911392405066
2019-12-05,0.3069806560134567
2019-12-06,0.27946127946127947
2019-12-09,0.280067283431455
2019-12-10,0.2640402347024308
2019-12-11,0.25901089689857504
2019-12-12,0.2726510067114094
2019-12-13,0.28823529411764703
2019-12-16,0.287751677852349
2019-12-17,0.29623430962343095
2019-12-18,0.28929765886287623
2019-12-19,0.30092204526404026
2019-12-20,0.297569153394803
2019-12-23,0.2942162615255658
2019-12-24,0.298494983277592
2019-12-26,0.31464435146443515
2019-12-27,0.3213389121338912
2019-12-30,0.3364016736401674
2019-12-31,0.34782608695652173
2020-01-01,0.3581589958158996
2020-01-02,0.4068504594820384
2020-01-03,0.40334728033472805
2020-01-06,0.35456831517183574
2020-01-07,0.38397328881469117
2020-01-08,0.3823038397328882
2020-01-09,0.42035029190992496
2020-01-10,0.4379683597002498
2020-01-13,0.47583333333333333
2020-01-14,0.49584026622296173
2020-01-15,0.5091514143094842
2020-01-16,0.5428809325562032
2020-01-17,0.5508333333333333
2020-01-20,0.5246038365304421
2020-01-21,0.5241666666666667
2020-01-22,0.5137614678899083
2020-01-23,0.5412156536219817
2020-01-24,0.5499168053244592
2020-01-27,0.5392320534223706
2020-01-28,0.5241666666666667
2020-01-29,0.5295587010824313
2020-01-30,0.4987510407993339
2020-01-31,0.4903926482873851
2020-02-01,0.4161073825503356
2020-02-03,0.4051580698835274
2020-02-04,0.4496253122398002
2020-02-05,0.4578815679733111
2020-02-06,0.48123436196830693
2020-02-07,0.47710241465445463
2020-02-10,0.4684385382059801
2020-02-11,0.45954962468723937
2020-02-12,0.4587843463780183
2020-02-13,0.4537114261884904
2020-02-14,0.4417637271214642
2020-02-17,0.42061512884455526
2020-02-18,0.41
2020-02-19,0.425
2020-02-20,0.43202668890742285
2020-02-24,0.39065108514190316
2020-02-25,0.38519134775374375
2020-02-26,0.36636136552872606
2020-02-27,0.36363636363636365
2020-02-28,0.29333333333333333
2020-03-02,0.27597672485453034
2020-03-03,0.2863105175292154
2020-03-04,0.2681099084096586
2020-03-05,0.2687813021702838
2020-03-06,0.24083333333333334
2020-03-09,0.19850498338870431
2020-03-11,0.19083333333333333
2020-03-12,0.11519198664440734
2020-03-13,0.12792642140468227
2020-03-16,0.09242298084929226
2020-03-17,0.08277591973244147
2020-03-18,0.05179615705931495
2020-03-19,0.041736227045075125
2020-03-20,0.06098579782790309
2020-03-23,0.02780117944397641
2020-03-24,0.030226700251889168
2020-03-25,0.03842940685045948
2020-03-26,0.04594820384294068
2020-03-27,0.04351464435146443
2020-03-30,0.040100250626566414
2020-03-31,0.04769874476987448
2020-04-01,0.05025125628140704
2020-04-03,0.0525
2020-04-07,0.06844741235392321
2020-04-08,0.07589658048373644
2020-04-09,0.09341117597998332
2020-04-13,0.10275689223057644
2020-04-15,0.11259382819015847
2020-04-16,0.11946532999164577
2020-04-17,0.1325
2020-04-20,0.13939899833055092
2020-04-21,0.12103505843071787
2020-04-22,0.1286549707602339
2020-04-23,0.13738551207327226
2020-04-24,0.1275
2020-04-27,0.13928273561301086
2020-04-28,0.14666666666666667
2020-04-29,0.14774624373956594
2020-04-30,0.14762301918265222
2020-05-04,0.1336675020885547
2020-05-05,0.12364243943191311
2020-05-06,0.12510425354462051
2020-05-07,0.12709030100334448
2020-05-08,0.12583333333333332
2020-05-11,0.12479201331114809
2020-05-12,0.12604340567612687
2020-05-13,0.13526970954356846
2020-05-14,0.1337737407101569
2020-05-15,0.129644921552436
2020-05-18,0.12871287128712872
2020-05-19,0.12841756420878211
2020-05-20,0.13399503722084366
2020-05-21,0.14521452145214522
2020-05-22,0.1453344343517754
2020-05-26,0.14521452145214522
2020-05-27,0.1443894389438944
2020-05-28,0.16006600660066006
2020-05-29,0.17423616845582163
2020-06-01,0.1927512355848435
2020-06-02,0.20874587458745875
2020-06-03,0.2225886232481451
2020-06-04,0.23577906018136852
2020-06-05,0.285831960461285
2020-06-08,0.3125
2020-06-09,0.3105998356614626
2020-06-10,0.3196384552177486
2020-06-11,0.2999178307313065
2020-06-12,0.3059210526315789
2020-06-15,0.32046014790468363
2020-06-16,0.31388660640920296
2020-06-17,0.32621199671322926
2020-06-18,0.34761120263591433
2020-06-19,0.3816982687551525
2020-06-22,0.41975308641975306
2020-06-23,0.45334434351775393
2020-06-24,0.44178364987613544
2020-06-25,0.44178364987613544
2020-06-26,0.4624277456647399
2020-06-29,0.43986820428336076
2020-06-30,0.43022295623451695
2020-07-01,0.44178364987613544
2020-07-02,0.44297520661157025
2020-07-03,0.44966996699669964
2020-07-06,0.48601973684210525
2020-07-07,0.4892739273927393
2020-07-08,0.4769357495881384
2020-07-09,0.49299258037922505
2020-07-10,0.47775947281713343
2020-07-13,0.47704918032786886
2020-07-14,0.43303204601479045
2020-07-15,0.4322103533278554
2020-07-16,0.4298605414273995
2020-07-17,0.4437140509449466
2020-07-20,0.4643150123051682
2020-07-21,0.4688013136288998
2020-07-22,0.47044334975369456
2020-07-23,0.4885245901639344
2020-07-24,0.46759639048400325
2020-07-27,0.4343185550082102
2020-07-28,0.4506578947368421
2020-07-29,0.4548440065681445
2020-07-30,0.4387838948233361
2020-07-31,0.44016393442622953
2020-08-03,0.451559934318555
2020-08-04,0.47990155865463496
2020-08-05,0.4938474159146842
2020-08-06,0.5123152709359606
2020-08-07,0.5446355446355446
2020-08-10,0.5666394112837285
2020-08-11,0.5821749795584628
2020-08-12,0.598528209321341
2020-08-13,0.6284779050736498
2020-08-14,0.6076986076986077
2020-08-17,0.6317512274959084
2020-08-18,0.6669394435351882
2020-08-19,0.7007358953393296
2020-08-20,0.7211774325429272
2020-08-21,0.755718954248366
2020-08-24,0.7663398692810458
2020-08-25,0.7689795918367347
2020-08-26,0.7902040816326531
2020-08-27,0.803265306122449
2020-08-28,0.799347471451876
2020-08-31,0.6960065199674002
2020-09-01,0.6984515077424613
2020-09-02,0.7251223491027733
2020-09-03,0.7275693311582382
2020-09-04,0.7077551020408164
2020-09-07,0.697389885807504
2020-09-08,0.6674836601307189
2020-09-09,0.6391836734693878
2020-09-10,0.666394779771615
2020-09-11,0.6631321370309952
2020-09-14,0.7098614506927465
2020-09-15,0.7194127243066885
2020-09-16,0.7367563162184189
2020-09-17,0.7174267100977199
2020-09-18,0.7090464547677262
2020-09-21,0.6373268133659332
2020-09-22,0.58679706601467
2020-09-23,0.5876120619396903
2020-09-24,0.535889070146819
2020-09-25,0.5871335504885994
2020-09-28,0.6365118174409128
2020-09-29,0.634881825590872
2020-09-30,0.633768352365416
2020-10-01,0.6462917685411573
2020-10-05,0.6566314076484947
2020-10-06,0.6742671009771987
2020-10-07,0.660699755899105
2020-10-08,0.6566314076484947
2020-10-09,0.6558177379983726
2020-10-12,0.6382113821138211
2020-10-13,0.6292682926829268
2020-10-14,0.6147607461476075
